measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,28,Solomon Islands,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,23050.323336598514,29115.32108982922,18184.06849556637
5,Prevalence,28,Solomon Islands,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3643.3556137656165,4601.9948176081125,2874.190833116389
5,Prevalence,20,Viet Nam,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,2547891.4818301606,3034395.932145516,2158753.4441307792
5,Prevalence,20,Viet Nam,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,2679.2934244866324,3190.8882800795855,2270.0864417478433
5,Prevalence,20,Viet Nam,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,2281721.501461129,2815210.6210917262,1815426.4186846525
5,Prevalence,20,Viet Nam,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,2399.396308269491,2960.398964958267,1909.0530742413064
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,804600.9772938509,952940.5882232615,690083.0769886832
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3409.4792413680125,4038.065134760139,2924.2121153340304
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,933453.7457903485,1166631.5254566106,743767.9957796667
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3955.490061363774,4943.575860108779,3151.7007977465273
5,Prevalence,63,Ukraine,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,1555604.558625217,1804686.7531824051,1344133.040512811
5,Prevalence,63,Ukraine,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3480.1363123477904,4037.373037601301,3007.0406884440517
5,Prevalence,6,China,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,47918741.08986792,55151239.82351377,41276723.674621165
5,Prevalence,6,China,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3396.535638049878,3909.1834902734613,2925.7417827371046
5,Prevalence,83,Iceland,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,10987.833061793432,12681.026333556401,9680.51698018922
5,Prevalence,83,Iceland,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3249.43744909129,3750.166354861356,2862.824200648776
5,Prevalence,83,Iceland,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,17898.469823318606,22416.355559414675,14484.467210469027
5,Prevalence,83,Iceland,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,5293.1235666069515,6629.20020874605,4283.498840867057
5,Prevalence,30,Vanuatu,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,7114.985681102531,8303.05843733746,6068.872149527502
5,Prevalence,30,Vanuatu,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,2506.3244573233083,2924.834899858689,2137.820563311667
5,Prevalence,28,Solomon Islands,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,8072.406711277506,9668.843889911257,6737.157380920449
5,Prevalence,28,Solomon Islands,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,1275.9321367711539,1528.2664867871624,1064.8813817559728
5,Prevalence,105,Antigua and Barbuda,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,2885.1843284724014,3353.962941567587,2501.5567992482697
5,Prevalence,105,Antigua and Barbuda,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3275.7849729752165,3808.027548007649,2840.221365114713
5,Prevalence,148,Morocco,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,1838421.189992851,2133192.795732385,1579559.1720118
5,Prevalence,148,Morocco,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,5180.320004469652,6010.9301248676275,4450.896248126943
5,Prevalence,148,Morocco,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,1727936.1012919922,2147148.891606466,1376461.1220037295
5,Prevalence,148,Morocco,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4868.9941133691,6050.25573916882,3878.604709576042
5,Prevalence,30,Vanuatu,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,10606.294796946548,13415.655844674402,8312.176753282103
5,Prevalence,30,Vanuatu,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3736.1728108283187,4725.798176073,2928.046917322387
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,323867.6382716445,359728.4612899868,286745.5268177302
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,1372.3821133699428,1524.3415754012158,1215.077968868952
5,Prevalence,63,Ukraine,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,1616744.060805773,1802102.354515252,1452366.7623378672
5,Prevalence,63,Ukraine,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,3616.9151617524626,4031.591324249231,3249.1768428127516
5,Prevalence,169,Central African Republic,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,58126.6244294129,67875.1615822913,48984.79238473485
5,Prevalence,169,Central African Republic,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,1152.217509069013,1345.4583054444606,971.0031507565393
5,Prevalence,6,China,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,29318189.475052014,33110142.573313516,26227601.90897587
5,Prevalence,6,China,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2078.1070856673355,2346.885094920632,1859.042674292158
5,Prevalence,72,New Zealand,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,202957.57540721344,232822.56712572917,175850.54338256526
5,Prevalence,72,New Zealand,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,4561.8723782502475,5233.1470548619345,3952.588293133056
5,Prevalence,50,Montenegro,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,21138.425441981653,24255.26526676606,18643.772142325684
5,Prevalence,50,Montenegro,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3392.6973805308307,3892.9472377448355,2992.307874779546
5,Prevalence,106,Bahamas,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,17402.72788133336,21878.649658062455,13799.322237709306
5,Prevalence,106,Bahamas,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4664.091716988289,5863.6800704395855,3698.3457414160885
5,Prevalence,43,Albania,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,78767.55288720902,92056.53609548109,69012.98036138705
5,Prevalence,43,Albania,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,2865.009472864818,3348.3691988037403,2510.2067442559273
5,Prevalence,84,Ireland,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,217036.89827608282,242332.2360121286,194083.25244995902
5,Prevalence,84,Ireland,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,4462.052679858934,4982.098489716961,3990.149617824274
5,Prevalence,50,Montenegro,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,25166.82511700359,31503.259929587333,20219.830054414047
5,Prevalence,50,Montenegro,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4039.251735427802,5056.243556770475,3245.2636857307066
5,Prevalence,93,Sweden,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,477247.7979698157,526296.0787239021,432777.0548216051
5,Prevalence,93,Sweden,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,4749.181321968233,5237.269857573575,4306.644711779648
5,Prevalence,93,Sweden,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,501141.0491173272,575135.4414536847,431939.6656840278
5,Prevalence,93,Sweden,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4986.947494077494,5723.279411184515,4298.311697215057
5,Prevalence,29,Tonga,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,1374.3608639132212,1645.5887315776242,1144.178215283214
5,Prevalence,29,Tonga,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,1331.7537693944034,1594.5731966723342,1108.707102386316
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,175488.18798422173,206886.22275509158,150457.75875407024
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,2517.0608551263726,2967.4089107844493,2158.0445912631317
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,302714.45730504085,372005.44219101395,245078.6113493114
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4341.8917222613845,5335.745654386533,3515.2096909881225
5,Prevalence,106,Bahamas,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,11470.658082302258,13016.015701123919,9982.236983335006
5,Prevalence,106,Bahamas,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,3074.242251840097,3488.4123588991183,2675.331657683759
5,Prevalence,29,Tonga,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,2419.681691121165,2850.6207451963523,2076.479819077739
5,Prevalence,29,Tonga,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,2344.6681999588013,2762.247545175173,2012.1060623440424
5,Prevalence,29,Tonga,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,3974.4781539293554,5005.0274582841275,3116.319496537052
5,Prevalence,29,Tonga,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3851.263814221457,4849.8646596453455,3019.70926641035
5,Prevalence,53,Serbia,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,311124.31169679645,356226.9961447835,270422.62834519445
5,Prevalence,53,Serbia,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3524.6209284283896,4035.5738162522116,3063.525476964194
5,Prevalence,193,Botswana,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,88012.82727619466,102354.40416300988,75355.315390324
5,Prevalence,193,Botswana,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3884.7262412224068,4517.737380586053,3326.0466703761945
5,Prevalence,193,Botswana,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,80790.9429992863,102601.79341703521,63034.40685454478
5,Prevalence,193,Botswana,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3565.9653943115654,4528.656692652837,2782.224159659185
5,Prevalence,50,Montenegro,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,16087.100862618507,18337.07674123441,13895.852957642455
5,Prevalence,50,Montenegro,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2581.9645416231397,2943.083551673782,2230.2713160463063
5,Prevalence,149,Palestine,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,37606.174742822186,44703.35203354511,31642.17097516023
5,Prevalence,149,Palestine,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,784.2111404483142,932.2103861887763,659.8422508108771
5,Prevalence,22,Fiji,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,25882.634472954724,30197.664371664552,22323.90791151927
5,Prevalence,22,Fiji,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,2862.5140329702263,3339.738778026595,2468.9333589373196
5,Prevalence,22,Fiji,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,36042.388018530495,44909.82719577075,28782.25880826769
5,Prevalence,22,Fiji,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3986.141425928176,4966.84410933869,3183.200683274251
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,116949.14472531545,135318.8966356779,101238.893040127
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3442.9482388595943,3983.748303166344,2980.4430747679407
5,Prevalence,128,Guatemala,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,546807.3010847014,631964.3041394408,473492.3103704627
5,Prevalence,128,Guatemala,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3204.324584925425,3703.349886755846,2774.6942074173085
5,Prevalence,128,Guatemala,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,705845.685897151,896892.2440560695,552448.8414672472
5,Prevalence,128,Guatemala,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4136.29935078983,5255.843991030801,3237.384360295617
5,Prevalence,54,Slovakia,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,208920.00957594524,262336.7754445777,167438.80524502357
5,Prevalence,54,Slovakia,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3846.15286522474,4829.539030646087,3082.4967022072324
5,Prevalence,51,Poland,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,1004952.5426406123,1123666.5914813217,896516.4333282957
5,Prevalence,51,Poland,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,2611.5613837307133,2920.062544237344,2329.7694147906222
5,Prevalence,51,Poland,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,1337077.64417837,1542136.8712888146,1153002.3422440856
5,Prevalence,51,Poland,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3474.6519804911954,4007.5376006341717,2996.2971031882344
5,Prevalence,22,Fiji,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,11508.014642361279,14230.59531547272,9472.109254580768
5,Prevalence,22,Fiji,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,1272.7395829743527,1573.8459247889205,1047.576733017522
5,Prevalence,115,Jamaica,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,88408.65464592609,102140.34788104892,76520.56582390089
5,Prevalence,115,Jamaica,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3156.7904942973782,3647.1053718266317,2732.3048380114483
5,Prevalence,94,Switzerland,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,615703.631806208,739287.2749724181,509423.60134061234
5,Prevalence,94,Switzerland,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,7152.427190786466,8588.05784822697,5917.806927934094
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,136511.98847274648,170608.2364778675,109950.71626370313
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4018.872574052472,5022.65603306515,3236.9165743845215
5,Prevalence,13,Malaysia,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,363847.6550190263,415911.2075104364,317418.46526382794
5,Prevalence,13,Malaysia,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,1189.7881784962815,1360.036903286225,1037.9639181337761
5,Prevalence,52,Romania,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,652443.7460956641,749557.9874446141,568791.3192065852
5,Prevalence,52,Romania,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3342.238985514881,3839.7209606698243,2913.7171335472494
5,Prevalence,10,Cambodia,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,194275.2891148863,224650.713963406,165884.1069598911
5,Prevalence,10,Cambodia,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,1203.573824739661,1391.755586967823,1027.684838287242
5,Prevalence,194,Lesotho,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,50823.573873553156,59457.00792616101,42948.066148698534
5,Prevalence,194,Lesotho,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2466.3316423589044,2885.2890269604172,2084.1543883590957
5,Prevalence,380,Palau,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,646.850477714212,775.1323320025356,538.5036205577668
5,Prevalence,380,Palau,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3598.3816828948657,4312.004213328918,2995.656076865042
5,Prevalence,380,Palau,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,754.2614812461308,937.6492248636553,597.146144860816
5,Prevalence,380,Palau,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4195.901203969373,5216.073748067381,3321.880131049075
5,Prevalence,115,Jamaica,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,119812.90513714611,149914.2760441032,95203.78540958543
5,Prevalence,115,Jamaica,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4278.135908140132,5352.959656165354,3399.422895934268
5,Prevalence,51,Poland,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,1661777.7834310061,1874693.8917452588,1473621.2449062336
5,Prevalence,51,Poland,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,4318.447392696466,4871.750621311289,3829.486641558326
5,Prevalence,10,Cambodia,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,713925.5697947884,896079.2433202846,563746.7954155508
5,Prevalence,10,Cambodia,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4422.910049611217,5551.388069303233,3492.522851641614
5,Prevalence,18,Thailand,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,2472927.4182736,2898198.6678217463,2132372.434337828
5,Prevalence,18,Thailand,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3541.549463806384,4150.59247682816,3053.8310164949303
5,Prevalence,18,Thailand,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,2645567.4637213983,3309116.734391922,2127664.118817952
5,Prevalence,18,Thailand,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3788.7921672796638,4739.079889590935,3047.0881043570203
5,Prevalence,82,Greece,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,210436.0233887949,245095.6544526309,181124.2315308622
5,Prevalence,82,Greece,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2011.367591981805,2342.647653015108,1731.2026883852595
5,Prevalence,45,Bulgaria,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,173447.4231593267,199623.4742482798,150620.09625952857
5,Prevalence,45,Bulgaria,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2462.2821672369178,2833.880791367563,2138.22246702777
5,Prevalence,33,Armenia,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,102769.81798512126,129592.99336813262,83095.20505405427
5,Prevalence,33,Armenia,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3383.2226289255573,4266.252060276515,2735.52667121379
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,87283.63099358477,101498.7557537408,75749.2077146811
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2569.6042866877215,2988.0933562153446,2230.034276084933
5,Prevalence,173,Gabon,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,83811.0754266383,97516.86074302532,71659.62344509533
5,Prevalence,173,Gabon,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,4945.233813827285,5753.937349089545,4228.242999423232
5,Prevalence,173,Gabon,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,65571.12684191507,83041.32015855826,51442.41338388172
5,Prevalence,173,Gabon,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3868.9940681316302,4899.814759594849,3035.33585311801
5,Prevalence,54,Slovakia,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,178170.16727592074,201228.70947744593,156003.7266677355
5,Prevalence,54,Slovakia,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,3280.057763527667,3704.558405358544,2871.9804365638556
5,Prevalence,53,Serbia,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,329978.94776874327,408976.09949447575,267949.164097177
5,Prevalence,53,Serbia,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3738.2186525491848,4633.150368879011,3035.5044463776226
5,Prevalence,298,American Samoa,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,728.2426637421149,884.9143516372552,604.735899980903
5,Prevalence,298,American Samoa,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,1307.8771543661176,1589.2494654596546,1086.0669216300364
5,Prevalence,115,Jamaica,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,62026.32758479823,73674.10665364281,52274.377297227715
5,Prevalence,115,Jamaica,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2214.761915561952,2630.6668786163673,1866.5509390240145
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,2769.167640960707,3250.8676572387913,2380.4091864310494
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,2696.4134396361505,3165.457775758237,2317.8688163130646
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,4078.584192229656,5168.9524694830925,3222.7201795803976
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3971.427756103714,5033.148842776199,3138.049815356236
5,Prevalence,30,Vanuatu,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,3543.0405386385355,4154.272975866571,2991.4073971182165
5,Prevalence,30,Vanuatu,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,1248.0712615997384,1463.3839656861046,1053.753002079612
5,Prevalence,94,Switzerland,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,384380.9919598012,428561.64420754125,345448.36330758396
